0.2500000000	2.2700492018	6.1798623478	1.7241164214
0.2535070140	2.2593757037	6.1674920459	1.7172313613
0.2570140281	2.2488310078	6.1557625386	1.7104545615
0.2605210421	2.2384384104	6.1119462164	1.7037819200
0.2640280561	2.2282310700	6.0897134262	1.6971789907
0.2675350701	2.2181098336	6.0636863172	1.6906755921
0.2710420842	2.2081931768	6.0124856189	1.6842583394
0.2745490982	2.1985300207	6.0134918369	1.6779179348
0.2780561122	2.1889765199	5.9558925501	1.6716500962
0.2815631263	2.1795377776	5.9863192562	1.6654580762
0.2850701403	2.1702122521	5.9571977651	1.6593463534
0.2885771543	2.1609912232	5.8955924815	1.6533011992
0.2920841683	2.1519271274	5.8858361429	1.6473305890
0.2955911824	2.1430184821	5.8504181111	1.6414208718
0.2990981964	2.1341258896	5.8402512936	1.6355819534
0.3026052104	2.1253752204	5.8054258486	1.6297967791
0.3061122244	2.1167684310	5.7734608532	1.6240840946
0.3096192385	2.1082902909	5.7773712804	1.6184172910
0.3131262525	2.0998992429	5.7536896516	1.6128147881
0.3166332665	2.0916330028	5.7257204290	1.6072674202
0.3201402806	2.0834566268	5.6917820639	1.6017768089
0.3236472946	2.0753907413	5.6982208997	1.5963399028
0.3271543086	2.0673919026	5.6518983357	1.5909652997
0.3306613226	2.0595151123	5.6354220312	1.5856282799
0.3341683367	2.0517281232	5.5659915860	1.5803411400
0.3376753507	2.0440309838	5.5813138222	1.5751074209
0.3411823647	2.0363915500	5.5273471732	1.5699178025
0.3446893788	2.0288522176	5.5296898546	1.5647801732
0.3481963928	2.0214836109	5.5117000311	1.5596747065
0.3517034068	2.0142157462	5.4800920664	1.5546094398
0.3552104208	2.0069381717	5.4475172786	1.5495923586
0.3587174349	1.9996990700	5.4539759468	1.5446261278
0.3622244489	1.9925567119	5.4260299059	1.5396998271
0.3657314629	1.9855029567	5.4152017843	1.5348133933
0.3692384770	1.9785317117	5.4008633779	1.5299629392
0.3727454910	1.9715246908	5.4120588921	1.5251513883
0.3762525050	1.9647150383	5.3582911055	1.5203805095
0.3797595190	1.9578987098	5.3436356815	1.5156499883
0.3832665331	1.9511801508	5.3079912997	1.5109440297
0.3867735471	1.9445771959	5.3026837445	1.5062759691
0.3902805611	1.9380344297	5.3268822275	1.5016401839
0.3937875752	1.9315111124	5.2497834149	1.4970485053
0.3972945892	1.9250265273	5.2209630638	1.4924900551
0.4008016032	1.9186892211	5.2130684750	1.4879531176
0.4043086172	1.9123831349	5.1963036346	1.4834509912
0.4078156313	1.9061142700	5.1978901398	1.4789821072
0.4113226453	1.8999020601	5.1686614549	1.4745504819
0.4148296593	1.8937284248	5.1478602123	1.4701477213
0.4183366733	1.8875980542	5.1331592588	1.4657718618
0.4218436874	1.8815588979	5.1067170127	1.4614231198
0.4253507014	1.8755704882	5.1079201188	1.4571106963
0.4288577154	1.8696999097	5.0828974005	1.4528059752
0.4323647295	1.8638397345	5.0702836019	1.4485357369
0.4358717435	1.8579926262	5.0402440075	1.4443014179
0.4393787575	1.8522669976	5.0536006736	1.4400836742
0.4428857715	1.8465686327	5.0204374993	1.4358925493
0.4463927856	1.8409104364	5.0033617181	1.4317283689
0.4498997996	1.8352655692	4.9718603129	1.4275969328
0.4534068136	1.8296670379	4.9515184838	1.4234975859
0.4569138277	1.8240623921	4.9497083656	1.4194141287
0.4604208417	1.8185546162	4.9488790214	1.4153651296
0.4639278557	1.8131724612	4.9384438688	1.4113127654
0.4674348697	1.8077617292	4.9278587527	1.4072951782
0.4709418838	1.8024048651	4.8926475939	1.4033070334
0.4744488978	1.7971114366	4.8848787810	1.3993310788
0.4779559118	1.7917037916	4.8461703746	1.3954139736
0.4814629259	1.7865496279	4.8510019629	1.3914763813
0.4849699399	1.7813631745	4.8340097118	1.3875811535
0.4884769539	1.7761980415	4.8355468093	1.3836879469
0.4919839679	1.7711485563	4.7672594080	1.3798179052
0.4954909820	1.7660830407	4.7755342195	1.3759773295
0.4989979960	1.7610375008	4.7467945428	1.3721567830
0.5025050100	1.7560168194	4.7597721826	1.3683641662
0.5060120240	1.7510282359	4.7671956049	1.3645882910
0.5095190381	1.7459864593	4.7302023786	1.3608525036
0.5130260521	1.7410672194	4.7179370102	1.3571234247
0.5165330661	1.7363522270	4.6908514356	1.3533784320
0.5200400802	1.7315195214	4.6784287563	1.3496599207
0.5235470942	1.7268009223	4.6940171922	1.3459620064
0.5270541082	1.7220752393	4.6540766383	1.3422891299
0.5305611222	1.7173541325	4.6574361894	1.3386359376
0.5340681363	1.7127143215	4.6476449394	1.3349949996
0.5375751503	1.7080415653	4.6308166491	1.3313801152
0.5410821643	1.7034059562	4.5963706699	1.3277838288
0.5445891784	1.6988704871	4.4722931954	1.3241931917
0.5480961924	1.6942894399	4.5848154947	1.3206294665
0.5516032064	1.6897584321	4.5347083181	1.3170800194
0.5551102204	1.6852979295	4.5912700890	1.3135418488
0.5586172345	1.6808236490	4.5614095230	1.3100256362
0.5621242485	1.6763970940	4.5397951713	1.3065226684
0.5656312625	1.6720001948	4.5100878268	1.3030363527
0.5691382766	1.6676333650	4.5054442048	1.2995578862
0.5726452906	1.6633257927	4.4732520325	1.2960912879
0.5761523046	1.6590029608	4.4498248699	1.2926513330
0.5796593186	1.6547113368	4.4446089149	1.2892256909
0.5831663327	1.6505150502	4.4615639868	1.2858126254
0.5866733467	1.6462224470	4.4410427071	1.2824109699
