0.2500000000	2.2906550418	6.2500761820	1.7366214876
0.2535070140	2.2802816311	6.2444112575	1.7299939754
0.2570140281	2.2701438245	6.1921787855	1.7234671682
0.2605210421	2.2600455731	6.1772627801	1.7169923098
0.2640280561	2.2501339202	6.1484097747	1.7106175654
0.2675350701	2.2404024427	6.1151739729	1.7043358238
0.2710420842	2.2308125774	6.0863506463	1.6981239311
0.2745490982	2.2213342062	6.0667760618	1.6919902874
0.2780561122	2.2119635394	6.0457401269	1.6859438008
0.2815631263	2.2027820671	6.0303350941	1.6799467904
0.2850701403	2.1937117788	6.0168448979	1.6740342408
0.2885771543	2.1847495224	5.9980464386	1.6681884383
0.2920841683	2.1759020307	5.9489792924	1.6624050669
0.2955911824	2.1671916672	5.9278902044	1.6566767825
0.2990981964	2.1585684765	5.9037112737	1.6510250572
0.3026052104	2.1500438498	5.8692443822	1.6454416541
0.3061122244	2.1416753534	5.8633529614	1.6398829891
0.3096192385	2.1333710026	5.8431341554	1.6344051197
0.3131262525	2.1251691761	5.8317430610	1.6289824628
0.3166332665	2.1170619237	5.8274261524	1.6236194840
0.3201402806	2.1090810148	5.7668445953	1.6182825298
0.3236472946	2.1012072203	5.7552666003	1.6130096915
0.3271543086	2.0933907286	5.7111145524	1.6077976954
0.3306613226	2.0856613298	5.7090220002	1.6026359960
0.3341683367	2.0781076710	5.6880046056	1.5974886729
0.3376753507	2.0705637640	5.6586126665	1.5924124621
0.3411823647	2.0630909750	5.6464729632	1.5873848271
0.3446893788	2.0556945075	5.6358371402	1.5823903289
0.3481963928	2.0483972702	5.6055902560	1.5774528667
0.3517034068	2.0412254311	5.5907195310	1.5725323196
0.3552104208	2.0340810283	5.5454060182	1.5676657354
0.3587174349	2.0270190776	5.5519973122	1.5628416184
0.3622244489	2.0199967480	5.5115689565	1.5580717141
0.3657314629	2.0130855624	5.4824067794	1.5533129755
0.3692384770	2.0062528838	5.4692663505	1.5486025960
0.3727454910	1.9995209829	5.4787257210	1.5439236556
0.3762525050	1.9927748193	5.4455825073	1.5392907360
0.3797595190	1.9860934752	5.4316350553	1.5346959777
0.3832665331	1.9795147252	5.4096546579	1.5301328790
0.3867735471	1.9730117458	5.3734311452	1.5255901651
0.3902805611	1.9665721833	5.3681442528	1.5210820687
0.3937875752	1.9601730237	5.3562198888	1.5166146182
0.3972945892	1.9537899875	5.3299911538	1.5121936009
0.4008016032	1.9475342345	5.3104180904	1.5077769332
0.4043086172	1.9413856497	5.2866993582	1.5033801747
0.4078156313	1.9352217233	5.2675767226	1.4990454693
0.4113226453	1.9290893106	5.2526290672	1.4947308609
0.4148296593	1.9230277077	5.2347037045	1.4904508389
0.4183366733	1.9170401145	5.2264029084	1.4861835813
0.4218436874	1.9111201207	5.2238873035	1.4819452224
0.4253507014	1.9052404431	5.2129088111	1.4777383563
0.4288577154	1.8993535222	5.1862411986	1.4735620670
0.4323647295	1.8935101130	5.1820961383	1.4694225722
0.4358717435	1.8877360486	5.1619760992	1.4653021047
0.4393787575	1.8820466551	5.1166586365	1.4611898823
0.4428857715	1.8763665401	5.1144673749	1.4571193269
0.4463927856	1.8708030893	5.0967724405	1.4530584414
0.4498997996	1.8652322509	5.0854992387	1.4490286744
0.4534068136	1.8597068505	5.0801920386	1.4450312091
0.4569138277	1.8542322099	5.0451213564	1.4410503665
0.4604208417	1.8487423110	5.0349111341	1.4371001570
0.4639278557	1.8433687609	5.0162870044	1.4331580617
0.4674348697	1.8380180056	5.0105905524	1.4292427272
0.4709418838	1.8327071222	4.9947419558	1.4253512075
0.4744488978	1.8274607940	4.9889058479	1.4214708845
0.4779559118	1.8222194563	4.9640241386	1.4176260746
0.4814629259	1.8170698162	4.9399304130	1.4137956980
0.4849699399	1.8119289755	4.9400752668	1.4099774673
0.4884769539	1.8068555032	4.9272030725	1.4061797494
0.4919839679	1.8017929148	4.9078811604	1.4024106393
0.4954909820	1.7967836536	4.8863415816	1.3986477449
0.4989979960	1.7918121746	4.8674247082	1.3949114096
0.5025050100	1.7868049813	4.8464439250	1.3912093741
0.5060120240	1.7818608486	4.8302046739	1.3875110287
0.5095190381	1.7770124981	4.8165491573	1.3838269893
0.5130260521	1.7721652649	4.8183482878	1.3801634855
0.5165330661	1.7673640943	4.8068967220	1.3765144768
0.5200400802	1.7625747999	4.7986473751	1.3728921911
0.5235470942	1.7578182081	4.7604118937	1.3692835812
0.5270541082	1.7530497744	4.7653390358	1.3657044513
0.5305611222	1.7483522357	4.7285188194	1.3621298194
0.5340681363	1.7437590008	4.7302672079	1.3585540710
0.5375751503	1.7390932489	4.7081032930	1.3550249603
0.5410821643	1.7344677616	4.7003063407	1.3515045945
0.5445891784	1.7299429064	4.7062174738	1.3479866846
0.5480961924	1.7255042354	4.6831385629	1.3444675545
0.5516032064	1.7209788832	4.6679593474	1.3409929219
0.5551102204	1.7164630321	4.6596469044	1.3375421079
0.5586172345	1.7120118358	4.6387302030	1.3340877477
0.5621242485	1.7076443159	4.6338302687	1.3306376204
0.5656312625	1.7032706764	4.6326462494	1.3272121403
0.5691382766	1.6988750864	4.6247951153	1.3238111533
0.5726452906	1.6945007296	4.5909648286	1.3204274516
0.5761523046	1.6901203630	4.5981500266	1.3170564144
0.5796593186	1.6858826974	4.5738337636	1.3136606279
0.5831663327	1.6816386021	4.5742666025	1.3103378493
0.5866733467	1.6774513669	4.5446049236	1.3069808230
0.5901803607	1.6732717753	4.5261074172	1.3036459074
0.5936873747	1.6690448403	4.5066125097	1.3003466898
0.5971943888	1.6648783149	4.5033333627	1.2970486302
0.6007014028	1.6607374672	4.4859875064	1.2937630547
0.6042084168	1.6566363051	4.4696920659	1.2904864208
0.6077154309	1.6525402025	4.4526925968	1.2872280083
0.6112224449	1.6484858530	4.4470151915	1.2839755537
0.6147294589	1.6444666184	4.4372321891	1.2807301222
0.6182364729	1.6404691990	4.4328065434	1.2774969170
0.6217434870	1.6364944998	4.4346430312	1.2742768427
0.6252505010	1.6325336052	4.4089829451	1.2710711865
0.6287575150	1.6286078872	4.4544004693	1.2678746345
